text,sentiment,labels
Evangelion: 1.0 You Are (Not) Alone,positive,2
K,positive,2
Gunslinger Girl: Il Teatrino,positive,2
Cardfight!! Vanguard,positive,2
Gun x Sword,positive,2
Tengen Toppa Gurren Lagann,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
Carnival Phantasm,neutral,1
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,negative,0
Umineko no Naku Koro ni,positive,2
Ookiku Furikabutte: Natsu no Taikai-hen Special,positive,2
Kodomo no Omocha (TV),positive,2
Densetsu no Yuusha no Densetsu,positive,2
Ergo Proxy,positive,2
Tokyo Underground,positive,2
Seikimatsu Occult Gakuin Specials,negative,0
Fushigi no Umi no Nadia,positive,2
Death Note,positive,2
Rental Magica,positive,2
Shigatsu wa Kimi no Uso,positive,2
Black Lagoon Omake,neutral,1
Mesu Saga: Persona,neutral,1
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,positive,2
Black Lagoon Omake,positive,2
Bakemonogatari,positive,2
Boku wa Tomodachi ga Sukunai,positive,2
Gochuumon wa Usagi Desu ka?,neutral,1
Sketchbook: Full Color&#039;s,positive,2
Salaryman Kintarou,negative,0
Danshi Koukousei no Nichijou,positive,2
Astarotte no Omocha!,negative,0
DearS: Kin no Tama desu no?,positive,2
Hakuouki,positive,2
Black★Rock Shooter (OVA),positive,2
Shiki Specials,positive,2
One Piece Movie 4: Dead End no Bouken,positive,2
Seto no Hanayome OVA,positive,2
Zero no Tsukaima: Futatsuki no Kishi,neutral,1
Acchi Kocchi (TV),positive,2
Machine-Doll wa Kizutsukanai,positive,2
Hentai Ouji to Warawanai Neko.,positive,2
Tengen Toppa Gurren Lagann,negative,0
Rail Wars!,neutral,1
Mirai Nikki Redial,positive,2
Hal,positive,2
Shiki,positive,2
Ryuugajou Nanana no Maizoukin (TV),neutral,1
Trigun,positive,2
Seikon no Qwaser: Jotei no Shouzou,negative,0
Gundam Evolve,positive,2
Code Geass: Hangyaku no Lelouch R2,negative,0
Tiger &amp; Bunny,positive,2
Sakurasou no Pet na Kanojo,positive,2
Dimension W,positive,2
Kore wa Zombie Desu ka?,positive,2
Code Geass: Hangyaku no Lelouch R2,positive,2
PuriGorota: Uchuu no Yuujou Daibouken,negative,0
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,positive,2
Love Live! School Idol Project OVA,negative,0
Neon Genesis Evangelion,positive,2
Shiki,negative,0
Sayonara Zetsubou Sensei,positive,2
Bishoujo Senshi Sailor Moon: Sailor Stars,negative,0
Suzumiya Haruhi no Yuuutsu,neutral,1
Mobile Suit Gundam Wing: Endless Waltz,positive,2
Kono Minikuku mo Utsukushii Sekai,positive,2
Darker than Black: Kuro no Keiyakusha Special,positive,2
Clannad,positive,2
Rurouni Kenshin: Meiji Kenkaku Romantan,positive,2
Code Geass: Hangyaku no Lelouch,positive,2
The Last: Naruto the Movie,positive,2
So Ra No Wo To,negative,0
Kuroko no Basket 2nd Season,negative,0
Ane to Boin,negative,0
Mimi wo Sumaseba,positive,2
Kami nomi zo Shiru Sekai II,positive,2
Brotherhood: Final Fantasy XV,positive,2
Afro Samurai,positive,2
Steins;Gate,positive,2
Sayonara Zetsubou Sensei,negative,0
Shaman King,positive,2
Junjou Romantica OVA,positive,2
Yu☆Gi☆Oh!,positive,2
Fullmetal Alchemist,positive,2
Blood-C,positive,2
Guilty Crown,positive,2
Kyoukai no Kanata,negative,0
Bishoujo Senshi Sailor Moon R,positive,2
Ookami-san to Shichinin no Nakama-tachi,neutral,1
Ouran Koukou Host Club,positive,2
Boku no Hero Academia,positive,2
Bakemonogatari,positive,2
Kono Minikuku mo Utsukushii Sekai,neutral,1
Buddy Complex,negative,0
Z/X: Ignition,positive,2
Free!,negative,0
Trinity Seven OVA,positive,2
Durarara!!,positive,2
Lucky☆Star: Original na Visual to Animation,positive,2
Zero no Tsukaima: Futatsuki no Kishi,positive,2
Toradora!,positive,2
Tengen Toppa Gurren Lagann Movie: Lagann-hen,positive,2
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,positive,2
Evangelion: 2.0 You Can (Not) Advance,positive,2
K-On!!: Ura-On!!,positive,2
Netoge no Yome wa Onnanoko ja Nai to Omotta?,positive,2
Summer Wars,positive,2
Naruto,positive,2
Aa! Megami-sama! (TV) Specials,positive,2
Macross II: Lovers Again,negative,0
Diamond no Ace,positive,2
Fate/stay night,positive,2
InuYasha: Guren no Houraijima,positive,2
Cross Game,positive,2
Mayoi Neko Overrun!,positive,2
Natsume Yuujinchou,positive,2
Owari no Seraph,positive,2
Uta no☆Prince-sama♪ Maji Love Revolutions,negative,0
Gravitation,positive,2
Kuroshitsuji,positive,2
Blassreiter,positive,2
Black Lagoon,positive,2
Grisaia no Kajitsu,positive,2
RideBack,negative,0
Nurarihyon no Mago,positive,2
Mahou Shoujo Madoka★Magica,positive,2
Ghost in the Shell: Stand Alone Complex - The Laughing Man,positive,2
Vampire Knight,positive,2
GetBackers,positive,2
IS: Infinite Stratos,positive,2
Hataraku Maou-sama!,positive,2
Chuunibyou demo Koi ga Shitai!,positive,2
Sengoku Basara,positive,2
Kao no nai Tsuki,positive,2
Fate/kaleid liner Prisma☆Illya 2wei!,neutral,1
To LOVE-Ru Darkness 2nd Specials,neutral,1
Rosario to Vampire Capu2,neutral,1
Omoide no Marnie,positive,2
Itsudatte My Santa!,neutral,1
Seto no Hanayome OVA,negative,0
Death Note Rewrite,positive,2
Darker than Black: Kuro no Keiyakusha,positive,2
Trinity Seven,negative,0
Trinity Seven,positive,2
Angel Beats!,positive,2
Rosario to Vampire,neutral,1
Sidonia no Kishi,positive,2
Amagami SS OVA,positive,2
Bakemonogatari,positive,2
K-On!,positive,2
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,negative,0
Seirei no Moribito,positive,2
Gatchaman Crowds Insight,neutral,1
Working!!,positive,2
Magi: The Labyrinth of Magic,positive,2
Digimon Adventure Movie,negative,0
Usagi Drop,positive,2
Hidan no Aria,neutral,1
Enzai,positive,2
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,positive,2
Vandread,positive,2
Hataraku Maou-sama!,positive,2
Tengen Toppa Gurren Lagann,positive,2
Ajin,positive,2
Shinrei Tantei Yakumo,negative,0
Suzumiya Haruhi no Yuuutsu (2009),positive,2
Hunter x Hunter OVA,positive,2
Tokyo Ghoul √A,negative,0
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",positive,2
Gekkan Shoujo Nozaki-kun,negative,0
Perfect Blue,positive,2
Hanbun no Tsuki ga Noboru Sora,positive,2
Prince of Tennis,positive,2
Steins;Gate: Oukoubakko no Poriomania,positive,2
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,positive,2
Beck,positive,2
Evangelion: 2.0 You Can (Not) Advance,positive,2
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,positive,2
Green Green,negative,0
Golden Boy,positive,2
Carnival Phantasm,positive,2
Bokusatsu Tenshi Dokuro-chan,positive,2
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,neutral,1
Kara no Kyoukai 6: Boukyaku Rokuon,neutral,1
Maria†Holic: Run Run Riru Ran Ran Rara,negative,0
Naruto,neutral,1
.hack//Unison,positive,2
Dantalian no Shoka,positive,2
Lodoss-tou Senki: Eiyuu Kishi Den,neutral,1
Shadow Skill: Eigi,negative,0
Death Billiards,positive,2
Sunabouzu,negative,0
Aldnoah.Zero 2nd Season,positive,2
91 Days Recap,negative,0
Shining Tears X Wind,neutral,1
Tasogare Otome x Amnesia,positive,2
Tonari no Totoro,positive,2
Fate/stay night: Unlimited Blade Works,positive,2
Genshiken,positive,2
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,positive,2
Fantastic Children,positive,2
Steins;Gate,positive,2
Toradora!: Bentou no Gokui,positive,2
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",negative,0
Tales of Zestiria: Doushi no Yoake,negative,0
Sen to Chihiro no Kamikakushi,positive,2
Hakushaku to Yousei,neutral,1
Fate/stay night: Unlimited Blade Works - Prologue,positive,2
Baka to Test to Shoukanjuu,neutral,1
Working!!,positive,2
Isshuukan Friends.,negative,0
Ore Monogatari!!,positive,2
Shingeki no Bahamut: Genesis,positive,2
Zankyou no Terror,negative,0
Yami no Matsuei,positive,2
Mahou Sensei Negima!,positive,2
Transformers Superlink,negative,0
Deadman Wonderland,positive,2
Amagami SS,positive,2
Gakkougurashi!,positive,2
Kurau Phantom Memory,positive,2
Yamada-kun to 7-nin no Majo (OVA),positive,2
Paprika,positive,2
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,positive,2
Cardfight!! Vanguard,positive,2
Kuroko no Basket,positive,2
Naruto,positive,2
"Dakara Boku wa, H ga Dekinai. OVA",positive,2
Shingeki no Kyojin,positive,2
Maji de Watashi ni Koi Shinasai!,negative,0
Bastard!!: Ankoku no Hakaishin,positive,2
Hunter x Hunter (2011),positive,2
Soukyuu no Fafner: Dead Aggressor,negative,0
Cross Ange: Tenshi to Ryuu no Rondo,neutral,1
Black★Rock Shooter (OVA),positive,2
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,positive,2
Mirai Nikki (TV),positive,2
Seitokai Yakuindomo,positive,2
Ga-Rei: Zero,positive,2
Digimon Adventure 02: Diablomon no Gyakushuu,positive,2
Tales of the Abyss,positive,2
True Tears,positive,2
No Game No Life,positive,2
No Game No Life,negative,0
There She Is!!,positive,2
Detroit Metal City,positive,2
Aoi Bungaku Series,positive,2
Clannad: After Story,positive,2
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",neutral,1
Arakawa Under the Bridge x Bridge,positive,2
Azumanga Daioh,neutral,1
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,neutral,1
The iDOLM@STER Cinderella Girls 2nd Season,neutral,1
Seto no Hanayome,neutral,1
Bishoujo Senshi Sailor Moon,negative,0
Selector Spread WIXOSS,positive,2
Naruto: Shippuuden Movie 4 - The Lost Tower,negative,0
Magi: The Labyrinth of Magic,positive,2
FLCL,negative,0
Glasslip,negative,0
So Ra No Wo To,neutral,1
Sora no Otoshimono: Project Pink,positive,2
Hotarubi no Mori e,positive,2
Black★Rock Shooter (TV),positive,2
Mahou Shoujo Lyrical Nanoha,positive,2
Toradora!,positive,2
Area no Kishi,positive,2
Panty &amp; Stocking with Garterbelt,positive,2
Nisekoi,negative,0
Hagure Yuusha no Aesthetica,positive,2
Tengen Toppa Gurren Lagann,negative,0
Golden Time,positive,2
Nee Summer!,neutral,1
Code Geass: Hangyaku no Lelouch,positive,2
Bakuman. 3rd Season,positive,2
Death Note,positive,2
Boku wa Tomodachi ga Sukunai Next,positive,2
IS: Infinite Stratos,positive,2
Issho ni Sleeping: Sleeping with Hinako,positive,2
Clannad: After Story,positive,2
Ookami-san to Shichinin no Nakama-tachi,neutral,1
K-On!,negative,0
Mitsudomoe,positive,2
Hidamari Sketch x 365 Specials,positive,2
Baccano!,positive,2
Morita-san wa Mukuchi.,neutral,1
Kappamaki,negative,0
Kaiba,negative,0
Kizumonogatari I: Tekketsu-hen,positive,2
Hacka Doll The Animation,neutral,1
Kami nomi zo Shiru Sekai: Tenri-hen,negative,0
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,positive,2
X,positive,2
Seikimatsu Occult Gakuin,neutral,1
Love Live! School Idol Project,positive,2
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",positive,2
Fairy Tail,positive,2
Death Note,positive,2
Mawaru Penguindrum,positive,2
Kiniro no Corda: Primo Passo,negative,0
Strawberry Panic,positive,2
Sonic X,neutral,1
Samurai Flamenco,positive,2
Samurai Champloo,positive,2
Dragon Ball Z,positive,2
Junjou Romantica Special,negative,0
Ga-Rei: Zero,positive,2
Bakuman. 2nd Season,positive,2
Bokura wa Minna Kawaisou,positive,2
D.C.if: Da Capo if,positive,2
Asura Cryin&#039;,positive,2
Akira,positive,2
Mahou Shoujo Madoka★Magica,positive,2
Nanatsu no Taizai OVA,positive,2
Suzumiya Haruhi no Yuuutsu,positive,2
Owari no Seraph,positive,2
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,positive,2
Kyousou Giga,positive,2
Sensitive Pornograph,negative,0
Gakkougurashi!,positive,2
Nanatsu-iro★Drops,neutral,1
Kyoukai no Kanata,positive,2
Senjou no Valkyria,negative,0
Cowboy Bebop,positive,2
D-Frag!,positive,2
Rec: Yurusarezarumono,negative,0
Karigurashi no Arrietty,positive,2
Yozakura Quartet: Hoshi no Umi,neutral,1
InuYasha,neutral,1
Minami-ke Tadaima,positive,2
Naruto,neutral,1
Slayers Next,positive,2
Armitage III: Dual-Matrix,negative,0
InuYasha: Kagami no Naka no Mugenjo,positive,2
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,positive,2
Fate/kaleid liner Prisma☆Illya Specials,neutral,1
Ginyuu Mokushiroku Meine Liebe Wieder,positive,2
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,positive,2
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),negative,0
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,negative,0
Toki wo Kakeru Shoujo,positive,2
Zero no Tsukaima,positive,2
Code:Breaker,positive,2
Higurashi no Naku Koro ni,positive,2
Suzumiya Haruhi no Yuuutsu,positive,2
NHK ni Youkoso!,positive,2
Higurashi no Naku Koro ni,positive,2
Hoshi no Koe,positive,2
IS: Infinite Stratos 2,negative,0
Hajime no Ippo: Rising,positive,2
.hack//G.U. Returner,negative,0
Mikakunin de Shinkoukei,positive,2
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,positive,2
Durarara!!x2 Shou,positive,2
Guilty Crown,positive,2
Ansatsu Kyoushitsu (TV),positive,2
Tonari no Kaibutsu-kun,positive,2
Kenzen Robo Daimidaler,positive,2
Sakasama no Patema: Beginning of the Day,negative,0
Mobile Suit Gundam Seed,positive,2
Baccano!,negative,0
Code Geass: Hangyaku no Lelouch,positive,2
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",neutral,1
Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,positive,2
Akikan!,neutral,1
Hunter x Hunter: Greed Island Final,positive,2
Toradora!,negative,0
Grisaia no Kajitsu Specials,positive,2
Baka to Test to Shoukanjuu,positive,2
Bakemonogatari Recap,negative,0
Death Parade,negative,0
Fullmetal Alchemist: Reflections,positive,2
Super Robot Taisen OG: The Inspector,positive,2
No Game No Life,positive,2
Ookami to Koushinryou II,positive,2
Angel Beats! Specials,positive,2
Ichiban Ushiro no Daimaou,positive,2
Terra Formars,positive,2
Fushigi Yuugi OVA,neutral,1
Fate/Prototype,neutral,1
Samurai Champloo,positive,2
Strike Witches OVA,positive,2
Ai Shimai Tsubomi... Kegashite Kudasai,negative,0
Final Fantasy: The Spirits Within,negative,0
No Game No Life,positive,2
Mushishi,positive,2
Fullmetal Alchemist: Brotherhood,positive,2
Full Metal Panic!,negative,0
Ghost Hunt,negative,0
X,negative,0
Zero no Tsukaima,positive,2
All Alone With You,positive,2
Black Lagoon: Roberta&#039;s Blood Trail,negative,0
Dragon Ball GT,positive,2
Inu x Boku SS,positive,2
Happiness!,positive,2
Kiseijuu: Sei no Kakuritsu,negative,0
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,positive,2
Hyouka,positive,2
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,positive,2
Yuru Yuri♪♪,positive,2
Haikyuu!!,positive,2
High School DxD,positive,2
Sola Specials,neutral,1
Kuroshitsuji: Book of Circus,neutral,1
Nodame Cantabile: Paris-hen,positive,2
Eureka Seven AO,positive,2
Tekkon Kinkreet,positive,2
The iDOLM@STER,positive,2
Chrome Shelled Regios,positive,2
Toki wo Kakeru Shoujo,positive,2
Chuunibyou demo Koi ga Shitai! Ren,negative,0
Okusama ga Seitokaichou! OVA,positive,2
Ojamajo Doremi Dokkaan!,negative,0
C: The Money of Soul and Possibility Control,neutral,1
Kore wa Zombie Desu ka? OVA,negative,0
Groove Adventure Rave,negative,0
Princess Lover! OVA,positive,2
Kekkai Sensen,positive,2
Asura Cryin&#039; 2,positive,2
Princess Princess,neutral,1
Shelter,positive,2
Baka to Test to Shoukanjuu Ni!,positive,2
Shuffle! Memories,positive,2
True Blue,negative,0
Manyuu Hikenchou,neutral,1
Fullmetal Alchemist: The Conqueror of Shamballa,positive,2
Sekirei: Pure Engagement,positive,2
Deadman Wonderland OVA,positive,2
A Kite,negative,0
Mirai Nikki (TV),positive,2
AKB0048,positive,2
Steins;Gate,positive,2
Magi: The Labyrinth of Magic,negative,0
Log Horizon Recap,positive,2
Cross Game,positive,2
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,neutral,1
Kyoukaisenjou no Horizon,positive,2
Higurashi no Naku Koro ni,positive,2
Elfen Lied,positive,2
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,positive,2
Hentai Ouji to Warawanai Neko.,positive,2
Bokura wa Minna Kawaisou,positive,2
Overlord,positive,2
Koihime†Musou,positive,2
Spiral: Suiri no Kizuna,negative,0
Suzumiya Haruhi no Yuuutsu,positive,2
Suisei no Gargantia,positive,2
Elfen Lied,positive,2
Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,positive,2
Aquarion Evol,negative,0
Musaigen no Phantom World,positive,2
Hayate no Gotoku! Cuties,positive,2
Hidan no Aria,positive,2
Code Geass: Hangyaku no Lelouch,negative,0
Durarara!!,positive,2
Egao,negative,0
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",positive,2
Soredemo Sekai wa Utsukushii,positive,2
Bishoujo Senshi Sailor Moon Memorial,neutral,1
Hunter x Hunter,positive,2
Yamada-kun to 7-nin no Majo (TV),positive,2
Gekkan Shoujo Nozaki-kun Specials,positive,2
Yama no Susume,negative,0
Hyakka Ryouran: Samurai Bride,positive,2
Minami-ke,positive,2
Tsubasa: Tokyo Revelations,positive,2
Shinkyoku Soukai Polyphonica Crimson S,positive,2
Zero no Tsukaima: Futatsuki no Kishi,positive,2
Kami nomi zo Shiru Sekai,positive,2
Sora no Otoshimono: Project Pink,negative,0
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,negative,0
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,negative,0
Highschool of the Dead,positive,2
Zankyou no Terror,positive,2
No.6,positive,2
Higurashi no Naku Koro ni,positive,2
Mousou Dairinin,positive,2
Fullmetal Alchemist: The Conqueror of Shamballa,negative,0
Shaman King Specials,negative,0
Duel Masters,negative,0
Fireball Charming,positive,2
Sword Art Online II,positive,2
Busou Shinki Moon Angel,positive,2
Toki wo Kakeru Shoujo,positive,2
Bakuman. 3rd Season,positive,2
School Rumble San Gakki,negative,0
Tokyo Ghoul,positive,2
Baccano!,negative,0
Mangaka-san to Assistant-san to The Animation,positive,2
Neppuu Kairiku Bushi Road,positive,2
Sen to Chihiro no Kamikakushi,positive,2
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,positive,2
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,neutral,1
Major S4,positive,2
Tactics,positive,2
High School DxD BorN,positive,2
Nagi no Asukara,positive,2
Fate/kaleid liner Prisma☆Illya,positive,2
Naruto,neutral,1
Goshuushou-sama Ninomiya-kun,negative,0
K,neutral,1
Hataraku Maou-sama!,positive,2
Vividred Operation,positive,2
Kyou kara Maou!,negative,0
Kiddy Grade,neutral,1
Kekkaishi,positive,2
Blade &amp; Soul,positive,2
Kämpfer,negative,0
Lucky☆Star: Original na Visual to Animation,positive,2
Bleach Movie 1: Memories of Nobody,negative,0
Oshiete! Galko-chan,positive,2
K-On!!,negative,0
Hitsugi no Chaika,positive,2
Softenni,positive,2
Ookami to Koushinryou II,positive,2
Kantai Collection: KanColle,neutral,1
One Outs,negative,0
D.Gray-man,positive,2
Planetes,positive,2
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,positive,2
Sayonara Zetsubou Sensei,negative,0
Hyakujitsu no Bara,positive,2
Pupa,neutral,1
One Punch Man,positive,2
Piano no Mori,positive,2
Fullmetal Alchemist: Reflections,negative,0
Toradora!,negative,0
Naruto: Shippuuden Movie 5 - Blood Prison,positive,2
Mobile Police Patlabor: The Movie,positive,2
Clannad Movie,positive,2
Kimi ni Todoke 2nd Season,positive,2
Ixion Saga DT,negative,0
Psycho-Pass,neutral,1
InuYasha: Guren no Houraijima,positive,2
Dagashi Kashi,negative,0
Bishoujo Senshi Sailor Moon Crystal,negative,0
Working&#039;!!,negative,0
Hellsing,positive,2
K-On!!,positive,2
Shingeki! Kyojin Chuugakkou,positive,2
Amagami SS,positive,2
Shiki,positive,2
Hakuouki,positive,2
Evangelion: 2.0 You Can (Not) Advance,positive,2
Piano no Mori,positive,2
Jin-Rou,positive,2
Kekkai Sensen,positive,2
Re:Zero kara Hajimeru Isekai Seikatsu,positive,2
Redline,positive,2
Kyoukaisenjou no Horizon II,positive,2
Toki wo Kakeru Shoujo,positive,2
Ghost in the Shell: Arise - Border:3 Ghost Tears,positive,2
Kouchou-sensei to Kujira,negative,0
Hello! Sandybell,neutral,1
Kyoukai no Kanata,positive,2
Kanojo ga Flag wo Oraretara OVA,positive,2
Kino no Tabi: The Beautiful World - Tou no Kuni,positive,2
Tari Tari,negative,0
Gyo,positive,2
Love Live! School Idol Project,positive,2
Sen to Chihiro no Kamikakushi,negative,0
DearS: Kin no Tama desu no?,positive,2
Shinmai Maou no Testament Burst,positive,2
Nodame Cantabile: Paris-hen,positive,2
BlazBlue: Alter Memory,negative,0
Mahou Sensei Negima!,positive,2
Biohazard: Damnation,negative,0
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",positive,2
Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,negative,0
Diabolik Lovers,positive,2
Angel Beats!,positive,2
Bamboo Blade,positive,2
Kiseijuu: Sei no Kakuritsu,positive,2
Marmalade Boy,positive,2
Macross 7,positive,2
Neon Genesis Evangelion: The End of Evangelion,negative,0
Blade of the Immortal,positive,2
Gochuumon wa Usagi Desu ka?,negative,0
Lucky☆Star: Original na Visual to Animation,positive,2
Kuroshitsuji,positive,2
